Estación,Año,Mes,Temperatura max med,Temperatura min med,Temperatura  med,Humedad Relat,Precipitaciones,Nombres Estaciones,Latitud,Longitud,Región
78360,2021,10,31.5,24.1,27.7,79.0,166.0,Cabo Cruz.Granma,19.84707,-77.72011,Oriente
78360,2021,11,30.5,22.2,25.8,79.0,72.4,Cabo Cruz.Granma,19.84707,-77.72011,Oriente
78360,2021,12,30.6,21.3,25.5,76.0,26.1,Cabo Cruz.Granma,19.84707,-77.72011,Oriente
78360,2022,1,29.0,20.4,24.6,75.0,29.4,Cabo Cruz.Granma,19.84707,-77.72011,Oriente
78360,2022,2,29.4,21.0,25.2,79.0,51.4,Cabo Cruz.Granma,19.84707,-77.72011,Oriente
78360,2022,3,30.2,22.3,26.2,73.0,19.5,Cabo Cruz.Granma,19.84707,-77.72011,Oriente
78360,2022,4,29.8,22.7,26.2,75.0,173.5,Cabo Cruz.Granma,19.84707,-77.72011,Oriente
78360,2022,5,,23.8,27.1,77.0,162.2,Cabo Cruz.Granma,19.84707,-77.72011,Oriente
78360,2022,6,31.4,24.5,28.0,76.0,57.2,Cabo Cruz.Granma,19.84707,-77.72011,Oriente
78360,2022,7,32.1,24.4,28.4,74.0,21.3,Cabo Cruz.Granma,19.84707,-77.72011,Oriente
78360,2022,8,32.5,24.8,28.6,76.0,81.4,Cabo Cruz.Granma,19.84707,-77.72011,Oriente
78360,2022,9,31.9,24.7,28.1,79.0,217.0,Cabo Cruz.Granma,19.84707,-77.72011,Oriente
78360,2022,10,31.5,23.6,27.1,82.0,85.5,Cabo Cruz.Granma,19.84707,-77.72011,Oriente
78360,2022,11,31.3,22.6,26.6,80.0,26.2,Cabo Cruz.Granma,19.84707,-77.72011,Oriente
78360,2022,12,31.2,20.7,25.4,71.0,1.0,Cabo Cruz.Granma,19.84707,-77.72011,Oriente
78371,1990,1,26.2,15.4,19.9,80.0,35.3,Pinares de Mayarí.Holguín,20.48392,-75.80345,Oriente
78371,1990,2,26.0,14.8,19.6,78.0,45.4,Pinares de Mayarí.Holguín,20.48392,-75.80345,Oriente
78371,1990,3,25.9,15.4,19.8,79.0,89.4,Pinares de Mayarí.Holguín,20.48392,-75.80345,Oriente
78371,1990,4,26.4,16.7,20.8,79.0,87.4,Pinares de Mayarí.Holguín,20.48392,-75.80345,Oriente
78371,1990,5,28.0,17.9,22.2,80.0,175.4,Pinares de Mayarí.Holguín,20.48392,-75.80345,Oriente
78371,1990,6,28.9,18.6,22.8,80.0,231.5,Pinares de Mayarí.Holguín,20.48392,-75.80345,Oriente
78371,1990,7,29.1,18.7,23.1,80.0,75.3,Pinares de Mayarí.Holguín,20.48392,-75.80345,Oriente
78371,1990,8,29.9,18.4,23.2,80.0,147.8,Pinares de Mayarí.Holguín,20.48392,-75.80345,Oriente
78371,1990,9,28.8,18.6,22.9,86.0,243.7,Pinares de Mayarí.Holguín,20.48392,-75.80345,Oriente
78371,1990,10,26.9,19.2,22.3,86.0,288.0,Pinares de Mayarí.Holguín,20.48392,-75.80345,Oriente
78371,1990,11,26.0,18.1,21.2,81.0,38.9,Pinares de Mayarí.Holguín,20.48392,-75.80345,Oriente
78371,1990,12,24.4,16.1,19.7,81.0,43.0,Pinares de Mayarí.Holguín,20.48392,-75.80345,Oriente
78371,1991,1,26.3,14.0,19.7,77.0,9.1,Pinares de Mayarí.Holguín,20.48392,-75.80345,Oriente
78371,1991,2,25.1,14.1,19.0,79.0,24.5,Pinares de Mayarí.Holguín,20.48392,-75.80345,Oriente
78371,1991,3,27.1,14.9,20.2,77.0,44.2,Pinares de Mayarí.Holguín,20.48392,-75.80345,Oriente
78371,1991,4,27.7,16.2,21.1,80.0,197.8,Pinares de Mayarí.Holguín,20.48392,-75.80345,Oriente
78371,1991,5,27.1,17.8,21.7,85.0,221.2,Pinares de Mayarí.Holguín,20.48392,-75.80345,Oriente
78371,1991,6,28.9,18.8,22.9,85.0,383.4,Pinares de Mayarí.Holguín,20.48392,-75.80345,Oriente
78371,1991,7,29.6,18.6,23.3,82.0,94.3,Pinares de Mayarí.Holguín,20.48392,-75.80345,Oriente
78371,1991,8,29.8,18.5,23.2,80.0,119.1,Pinares de Mayarí.Holguín,20.48392,-75.80345,Oriente
78371,1991,9,28.6,18.3,22.5,85.0,178.5,Pinares de Mayarí.Holguín,20.48392,-75.80345,Oriente
78371,1991,10,27.5,18.5,21.9,87.0,171.5,Pinares de Mayarí.Holguín,20.48392,-75.80345,Oriente
78371,1991,11,25.4,18.3,21.0,88.0,105.0,Pinares de Mayarí.Holguín,20.48392,-75.80345,Oriente
78371,1991,12,24.6,15.6,19.4,83.0,107.3,Pinares de Mayarí.Holguín,20.48392,-75.80345,Oriente
78371,1992,1,25.4,14.1,19.3,80.0,8.8,Pinares de Mayarí.Holguín,20.48392,-75.80345,Oriente
78371,1992,2,25.7,14.9,19.6,80.0,143.1,Pinares de Mayarí.Holguín,20.48392,-75.80345,Oriente
78371,1992,3,26.4,15.5,20.3,79.0,31.9,Pinares de Mayarí.Holguín,20.48392,-75.80345,Oriente
78371,1992,4,26.7,16.6,20.7,81.0,188.8,Pinares de Mayarí.Holguín,20.48392,-75.80345,Oriente
78371,1992,5,26.4,16.6,20.8,82.0,152.7,Pinares de Mayarí.Holguín,20.48392,-75.80345,Oriente
78371,1992,6,29.0,19.5,23.2,83.0,232.3,Pinares de Mayarí.Holguín,20.48392,-75.80345,Oriente
78371,1992,7,29.7,19.0,23.3,78.0,95.8,Pinares de Mayarí.Holguín,20.48392,-75.80345,Oriente
78371,1992,8,29.2,18.6,23.1,83.0,113.9,Pinares de Mayarí.Holguín,20.48392,-75.80345,Oriente
78371,1992,9,28.5,18.9,22.5,84.0,209.9,Pinares de Mayarí.Holguín,20.48392,-75.80345,Oriente
78371,1992,10,27.9,18.1,22.2,85.0,154.5,Pinares de Mayarí.Holguín,20.48392,-75.80345,Oriente
78371,1992,11,26.9,17.1,21.3,86.0,135.7,Pinares de Mayarí.Holguín,20.48392,-75.80345,Oriente
78371,1992,12,24.3,16.0,19.7,85.0,48.6,Pinares de Mayarí.Holguín,20.48392,-75.80345,Oriente
78371,1993,1,24.9,15.0,19.4,83.0,134.8,Pinares de Mayarí.Holguín,20.48392,-75.80345,Oriente
78371,1993,2,25.2,14.2,18.9,80.0,59.3,Pinares de Mayarí.Holguín,20.48392,-75.80345,Oriente
78371,1993,3,25.1,15.5,19.5,83.0,210.1,Pinares de Mayarí.Holguín,20.48392,-75.80345,Oriente
78371,1993,4,25.7,16.6,20.5,83.0,133.7,Pinares de Mayarí.Holguín,20.48392,-75.80345,Oriente
78371,1993,5,26.3,18.2,21.5,87.0,528.7,Pinares de Mayarí.Holguín,20.48392,-75.80345,Oriente
78371,1993,6,28.5,19.1,23.1,84.0,231.0,Pinares de Mayarí.Holguín,20.48392,-75.80345,Oriente
78371,1993,7,29.8,18.2,23.3,79.0,172.7,Pinares de Mayarí.Holguín,20.48392,-75.80345,Oriente
78371,1993,8,30.1,18.4,23.3,79.0,80.4,Pinares de Mayarí.Holguín,20.48392,-75.80345,Oriente
78371,1993,9,29.0,18.7,22.5,85.0,207.3,Pinares de Mayarí.Holguín,20.48392,-75.80345,Oriente
78371,1993,10,28.8,18.6,22.7,84.0,190.0,Pinares de Mayarí.Holguín,20.48392,-75.80345,Oriente
78371,1993,11,26.9,18.5,21.8,85.0,279.9,Pinares de Mayarí.Holguín,20.48392,-75.80345,Oriente
78371,1993,12,25.2,16.1,20.1,87.0,97.1,Pinares de Mayarí.Holguín,20.48392,-75.80345,Oriente
78371,1994,1,25.2,15.5,19.5,86.0,142.5,Pinares de Mayarí.Holguín,20.48392,-75.80345,Oriente
78371,1994,2,26.6,15.0,20.0,80.0,148.9,Pinares de Mayarí.Holguín,20.48392,-75.80345,Oriente
78371,1994,3,26.4,15.3,20.3,80.0,14.8,Pinares de Mayarí.Holguín,20.48392,-75.80345,Oriente
78371,1994,4,27.3,16.4,21.1,80.0,188.4,Pinares de Mayarí.Holguín,20.48392,-75.80345,Oriente
78371,1994,5,27.6,17.9,21.8,86.0,401.1,Pinares de Mayarí.Holguín,20.48392,-75.80345,Oriente
78371,1994,6,29.6,18.4,23.2,80.0,111.7,Pinares de Mayarí.Holguín,20.48392,-75.80345,Oriente
78371,1994,7,29.3,18.2,22.9,81.0,116.1,Pinares de Mayarí.Holguín,20.48392,-75.80345,Oriente
78371,1994,8,29.5,18.5,23.0,84.0,160.5,Pinares de Mayarí.Holguín,20.48392,-75.80345,Oriente
78371,1994,9,29.3,18.6,22.8,84.0,140.3,Pinares de Mayarí.Holguín,20.48392,-75.80345,Oriente
78371,1994,10,27.9,18.4,22.1,85.0,157.2,Pinares de Mayarí.Holguín,20.48392,-75.80345,Oriente
78371,1994,11,26.7,18.1,21.5,87.0,120.3,Pinares de Mayarí.Holguín,20.48392,-75.80345,Oriente
78371,1994,12,25.0,15.4,19.6,84.0,28.9,Pinares de Mayarí.Holguín,20.48392,-75.80345,Oriente
78371,1995,1,25.2,13.5,18.7,79.0,13.9,Pinares de Mayarí.Holguín,20.48392,-75.80345,Oriente
78371,1995,2,25.5,14.1,19.0,78.0,36.4,Pinares de Mayarí.Holguín,20.48392,-75.80345,Oriente
78371,1995,3,26.5,14.5,19.6,77.0,31.3,Pinares de Mayarí.Holguín,20.48392,-75.80345,Oriente
78371,1995,4,28.6,16.2,21.5,76.0,40.9,Pinares de Mayarí.Holguín,20.48392,-75.80345,Oriente
78371,1995,5,29.2,18.1,22.7,83.0,201.1,Pinares de Mayarí.Holguín,20.48392,-75.80345,Oriente
78371,1995,6,27.1,19.4,22.6,88.0,689.3,Pinares de Mayarí.Holguín,20.48392,-75.80345,Oriente
78371,1995,7,28.8,19.7,23.1,85.0,215.0,Pinares de Mayarí.Holguín,20.48392,-75.80345,Oriente
78371,1995,8,28.9,19.5,23.3,84.0,115.3,Pinares de Mayarí.Holguín,20.48392,-75.80345,Oriente
78371,1995,9,29.2,19.4,23.3,84.0,139.5,Pinares de Mayarí.Holguín,20.48392,-75.80345,Oriente
78371,1995,10,27.6,19.0,22.2,88.0,248.2,Pinares de Mayarí.Holguín,20.48392,-75.80345,Oriente
78371,1995,11,26.0,17.5,21.1,87.0,103.5,Pinares de Mayarí.Holguín,20.48392,-75.80345,Oriente
78371,1995,12,24.6,15.8,19.9,86.0,16.2,Pinares de Mayarí.Holguín,20.48392,-75.80345,Oriente
78371,1996,1,24.0,14.6,18.8,84.0,58.6,Pinares de Mayarí.Holguín,20.48392,-75.80345,Oriente
78371,1996,2,23.9,14.5,18.6,85.0,229.3,Pinares de Mayarí.Holguín,20.48392,-75.80345,Oriente
78371,1996,3,24.9,14.7,19.3,81.0,57.9,Pinares de Mayarí.Holguín,20.48392,-75.80345,Oriente
78371,1996,4,26.4,15.6,20.6,80.0,163.8,Pinares de Mayarí.Holguín,20.48392,-75.80345,Oriente
78371,1996,5,26.9,17.7,21.5,84.0,222.1,Pinares de Mayarí.Holguín,20.48392,-75.80345,Oriente
78371,1996,6,28.4,18.3,22.6,85.0,230.4,Pinares de Mayarí.Holguín,20.48392,-75.80345,Oriente
78371,1996,7,29.2,19.2,23.2,81.0,132.8,Pinares de Mayarí.Holguín,20.48392,-75.80345,Oriente
78371,1996,8,29.0,18.9,23.0,84.0,127.7,Pinares de Mayarí.Holguín,20.48392,-75.80345,Oriente
78371,1996,9,28.5,18.9,22.7,86.0,272.3,Pinares de Mayarí.Holguín,20.48392,-75.80345,Oriente
78371,1996,10,27.3,19.3,22.3,87.0,164.0,Pinares de Mayarí.Holguín,20.48392,-75.80345,Oriente
78371,1996,11,25.4,17.7,20.8,88.0,126.0,Pinares de Mayarí.Holguín,20.48392,-75.80345,Oriente
78371,1996,12,23.8,14.2,18.3,84.0,18.4,Pinares de Mayarí.Holguín,20.48392,-75.80345,Oriente
78371,1997,1,24.5,13.8,18.5,83.0,37.6,Pinares de Mayarí.Holguín,20.48392,-75.80345,Oriente
78371,1997,2,26.3,14.8,19.8,82.0,53.8,Pinares de Mayarí.Holguín,20.48392,-75.80345,Oriente
78371,1997,3,26.5,15.9,20.4,81.0,53.4,Pinares de Mayarí.Holguín,20.48392,-75.80345,Oriente
78371,1997,4,27.6,16.1,21.3,76.0,79.5,Pinares de Mayarí.Holguín,20.48392,-75.80345,Oriente
78371,1997,5,28.4,17.3,22.5,79.0,179.6,Pinares de Mayarí.Holguín,20.48392,-75.80345,Oriente
78371,1997,6,28.0,19.2,23.0,85.0,523.5,Pinares de Mayarí.Holguín,20.48392,-75.80345,Oriente
78371,1997,7,29.5,19.0,23.7,81.0,150.0,Pinares de Mayarí.Holguín,20.48392,-75.80345,Oriente
78371,1997,8,29.3,19.0,23.2,82.0,212.8,Pinares de Mayarí.Holguín,20.48392,-75.80345,Oriente
78371,1997,9,28.8,19.0,23.3,86.0,219.3,Pinares de Mayarí.Holguín,20.48392,-75.80345,Oriente
78371,1997,10,26.8,18.2,21.9,86.0,130.2,Pinares de Mayarí.Holguín,20.48392,-75.80345,Oriente
78371,1997,11,27.6,17.4,22.0,83.0,64.5,Pinares de Mayarí.Holguín,20.48392,-75.80345,Oriente
78371,1997,12,25.8,16.0,20.3,84.0,47.9,Pinares de Mayarí.Holguín,20.48392,-75.80345,Oriente
78371,1998,1,25.6,16.0,20.1,83.0,59.3,Pinares de Mayarí.Holguín,20.48392,-75.80345,Oriente
78371,1998,2,25.8,13.7,19.3,75.0,118.4,Pinares de Mayarí.Holguín,20.48392,-75.80345,Oriente
78371,1998,3,24.5,16.6,19.9,87.0,146.1,Pinares de Mayarí.Holguín,20.48392,-75.80345,Oriente
78371,1998,4,27.2,15.7,21.0,76.0,6.7,Pinares de Mayarí.Holguín,20.48392,-75.80345,Oriente
78371,1998,5,28.9,17.1,22.4,76.0,101.2,Pinares de Mayarí.Holguín,20.48392,-75.80345,Oriente
78371,1998,6,30.3,19.1,24.0,79.0,176.4,Pinares de Mayarí.Holguín,20.48392,-75.80345,Oriente
78371,1998,7,29.9,19.2,23.9,80.0,168.4,Pinares de Mayarí.Holguín,20.48392,-75.80345,Oriente
78371,1998,8,29.6,19.8,23.7,84.0,158.5,Pinares de Mayarí.Holguín,20.48392,-75.80345,Oriente
78371,1998,9,28.3,19.4,23.0,86.0,460.1,Pinares de Mayarí.Holguín,20.48392,-75.80345,Oriente
78371,1998,10,27.9,18.8,22.5,84.0,128.9,Pinares de Mayarí.Holguín,20.48392,-75.80345,Oriente
78371,1998,11,26.3,18.2,21.5,85.0,94.2,Pinares de Mayarí.Holguín,20.48392,-75.80345,Oriente
78371,1998,12,25.5,16.7,19.5,83.0,4.3,Pinares de Mayarí.Holguín,20.48392,-75.80345,Oriente
78371,1999,1,25.6,15.2,19.8,81.0,55.9,Pinares de Mayarí.Holguín,20.48392,-75.80345,Oriente
78371,1999,2,24.0,13.5,18.3,81.0,71.9,Pinares de Mayarí.Holguín,20.48392,-75.80345,Oriente
78371,1999,3,25.4,14.2,19.2,79.0,36.8,Pinares de Mayarí.Holguín,20.48392,-75.80345,Oriente
78371,1999,4,28.3,15.4,21.2,77.0,85.2,Pinares de Mayarí.Holguín,20.48392,-75.80345,Oriente
78371,1999,5,27.3,16.8,21.6,82.0,319.7,Pinares de Mayarí.Holguín,20.48392,-75.80345,Oriente
78371,1999,6,28.4,18.3,22.7,84.0,248.3,Pinares de Mayarí.Holguín,20.48392,-75.80345,Oriente
78371,1999,7,29.0,18.1,23.0,81.0,146.8,Pinares de Mayarí.Holguín,20.48392,-75.80345,Oriente
78371,1999,8,29.7,18.6,23.4,83.0,93.1,Pinares de Mayarí.Holguín,20.48392,-75.80345,Oriente
78371,1999,9,28.9,19.0,23.2,85.0,79.1,Pinares de Mayarí.Holguín,20.48392,-75.80345,Oriente
78371,1999,10,27.8,18.6,22.4,86.0,115.4,Pinares de Mayarí.Holguín,20.48392,-75.80345,Oriente
78371,1999,11,24.8,17.3,20.5,88.0,107.7,Pinares de Mayarí.Holguín,20.48392,-75.80345,Oriente
78371,1999,12,23.7,13.9,18.4,80.0,12.8,Pinares de Mayarí.Holguín,20.48392,-75.80345,Oriente
78371,2000,1,23.5,13.3,18.0,81.0,60.5,Pinares de Mayarí.Holguín,20.48392,-75.80345,Oriente
78371,2000,2,24.2,13.8,18.5,81.0,34.0,Pinares de Mayarí.Holguín,20.48392,-75.80345,Oriente
78371,2000,3,25.8,12.4,18.7,75.0,0.9,Pinares de Mayarí.Holguín,20.48392,-75.80345,Oriente
78371,2000,4,28.3,14.8,21.2,77.0,18.3,Pinares de Mayarí.Holguín,20.48392,-75.80345,Oriente
78371,2000,5,27.5,15.8,21.4,81.0,284.1,Pinares de Mayarí.Holguín,20.48392,-75.80345,Oriente
78371,2000,6,28.9,17.2,22.5,81.0,173.8,Pinares de Mayarí.Holguín,20.48392,-75.80345,Oriente
78371,2000,7,29.5,17.4,22.9,80.0,203.3,Pinares de Mayarí.Holguín,20.48392,-75.80345,Oriente
78371,2000,8,29.4,18.5,23.1,82.0,127.0,Pinares de Mayarí.Holguín,20.48392,-75.80345,Oriente
78371,2000,9,28.7,19.0,22.9,85.0,233.3,Pinares de Mayarí.Holguín,20.48392,-75.80345,Oriente
78371,2000,10,26.8,18.4,21.8,85.0,67.4,Pinares de Mayarí.Holguín,20.48392,-75.80345,Oriente
78371,2000,11,26.0,15.2,20.3,83.0,84.1,Pinares de Mayarí.Holguín,20.48392,-75.80345,Oriente
78371,2000,12,24.5,16.3,20.1,86.0,141.2,Pinares de Mayarí.Holguín,20.48392,-75.80345,Oriente
78371,2001,1,22.9,13.2,17.7,83.0,55.1,Pinares de Mayarí.Holguín,20.48392,-75.80345,Oriente
78371,2001,2,26.0,14.2,19.6,78.0,40.9,Pinares de Mayarí.Holguín,20.48392,-75.80345,Oriente
78371,2001,3,26.9,14.3,19.9,78.0,61.4,Pinares de Mayarí.Holguín,20.48392,-75.80345,Oriente
78371,2001,4,27.0,15.9,20.8,79.0,191.4,Pinares de Mayarí.Holguín,20.48392,-75.80345,Oriente
78371,2001,5,26.4,17.3,21.1,85.0,363.6,Pinares de Mayarí.Holguín,20.48392,-75.80345,Oriente
78371,2001,6,29.0,18.5,22.8,82.0,162.2,Pinares de Mayarí.Holguín,20.48392,-75.80345,Oriente
78371,2001,7,29.3,18.2,23.0,80.0,89.4,Pinares de Mayarí.Holguín,20.48392,-75.80345,Oriente
78371,2001,8,29.6,18.6,23.2,83.0,204.7,Pinares de Mayarí.Holguín,20.48392,-75.80345,Oriente
78371,2001,9,28.7,18.5,22.6,84.0,262.7,Pinares de Mayarí.Holguín,20.48392,-75.80345,Oriente
78371,2001,10,27.7,18.8,22.4,85.0,271.1,Pinares de Mayarí.Holguín,20.48392,-75.80345,Oriente
78371,2001,11,24.1,16.8,20.0,86.0,66.3,Pinares de Mayarí.Holguín,20.48392,-75.80345,Oriente
78371,2001,12,24.8,17.2,20.3,88.0,79.1,Pinares de Mayarí.Holguín,20.48392,-75.80345,Oriente
78371,2002,1,25.0,14.4,19.3,83.0,47.9,Pinares de Mayarí.Holguín,20.48392,-75.80345,Oriente
78371,2002,2,25.7,13.3,19.0,79.0,54.7,Pinares de Mayarí.Holguín,20.48392,-75.80345,Oriente
78371,2002,3,27.4,14.3,20.5,75.0,54.5,Pinares de Mayarí.Holguín,20.48392,-75.80345,Oriente
78371,2002,4,26.6,14.8,20.5,76.0,65.1,Pinares de Mayarí.Holguín,20.48392,-75.80345,Oriente
78371,2002,5,27.7,17.1,22.2,78.0,317.7,Pinares de Mayarí.Holguín,20.48392,-75.80345,Oriente
78371,2002,6,28.6,17.5,22.5,83.0,484.8,Pinares de Mayarí.Holguín,20.48392,-75.80345,Oriente
78371,2002,7,29.2,18.2,23.0,83.0,324.2,Pinares de Mayarí.Holguín,20.48392,-75.80345,Oriente
78371,2002,8,29.1,18.4,22.7,85.0,345.9,Pinares de Mayarí.Holguín,20.48392,-75.80345,Oriente
78371,2002,9,28.0,19.2,22.6,87.0,797.1,Pinares de Mayarí.Holguín,20.48392,-75.80345,Oriente
78371,2002,10,28.1,17.8,22.2,86.0,285.9,Pinares de Mayarí.Holguín,20.48392,-75.80345,Oriente
78371,2002,11,27.3,17.5,21.8,86.0,174.9,Pinares de Mayarí.Holguín,20.48392,-75.80345,Oriente
78371,2002,12,26.1,16.2,20.5,85.0,81.1,Pinares de Mayarí.Holguín,20.48392,-75.80345,Oriente
78371,2003,1,23.5,15.5,19.0,88.0,82.5,Pinares de Mayarí.Holguín,20.48392,-75.80345,Oriente
78371,2003,2,26.7,14.6,20.2,81.0,141.8,Pinares de Mayarí.Holguín,20.48392,-75.80345,Oriente
78371,2003,3,27.5,15.7,21.1,81.0,175.4,Pinares de Mayarí.Holguín,20.48392,-75.80345,Oriente
78371,2003,4,26.1,15.9,20.6,82.0,136.0,Pinares de Mayarí.Holguín,20.48392,-75.80345,Oriente
78371,2003,5,28.5,17.4,22.4,81.0,354.0,Pinares de Mayarí.Holguín,20.48392,-75.80345,Oriente
78371,2003,6,28.8,18.3,22.7,83.0,309.3,Pinares de Mayarí.Holguín,20.48392,-75.80345,Oriente
78371,2003,7,29.3,18.5,23.0,81.0,224.1,Pinares de Mayarí.Holguín,20.48392,-75.80345,Oriente
78371,2003,8,29.0,19.0,23.2,84.0,217.9,Pinares de Mayarí.Holguín,20.48392,-75.80345,Oriente
78371,2003,9,28.8,18.1,22.7,84.0,307.8,Pinares de Mayarí.Holguín,20.48392,-75.80345,Oriente
78371,2003,10,27.8,18.7,22.6,86.0,162.9,Pinares de Mayarí.Holguín,20.48392,-75.80345,Oriente
78371,2003,11,26.1,17.7,21.4,84.0,47.6,Pinares de Mayarí.Holguín,20.48392,-75.80345,Oriente
78371,2003,12,24.3,15.5,19.5,85.0,79.6,Pinares de Mayarí.Holguín,20.48392,-75.80345,Oriente
78371,2004,1,23.9,13.8,18.5,83.0,48.8,Pinares de Mayarí.Holguín,20.48392,-75.80345,Oriente
78371,2004,2,26.3,13.6,19.4,76.0,43.0,Pinares de Mayarí.Holguín,20.48392,-75.80345,Oriente
78371,2004,3,25.9,15.3,19.9,77.0,42.1,Pinares de Mayarí.Holguín,20.48392,-75.80345,Oriente
78371,2004,4,26.8,14.6,20.3,74.0,169.8,Pinares de Mayarí.Holguín,20.48392,-75.80345,Oriente
78371,2004,5,26.8,17.4,21.5,83.0,131.8,Pinares de Mayarí.Holguín,20.48392,-75.80345,Oriente
78371,2004,6,29.5,18.2,22.9,80.0,247.7,Pinares de Mayarí.Holguín,20.48392,-75.80345,Oriente
78371,2004,7,29.1,18.3,22.9,82.0,231.8,Pinares de Mayarí.Holguín,20.48392,-75.80345,Oriente
78371,2004,8,29.9,18.4,23.2,81.0,303.4,Pinares de Mayarí.Holguín,20.48392,-75.80345,Oriente
78371,2004,9,28.0,19.8,22.9,85.0,345.5,Pinares de Mayarí.Holguín,20.48392,-75.80345,Oriente
78371,2004,10,27.1,18.7,22.2,85.0,240.4,Pinares de Mayarí.Holguín,20.48392,-75.80345,Oriente
78371,2004,11,25.7,15.4,20.2,81.0,59.2,Pinares de Mayarí.Holguín,20.48392,-75.80345,Oriente
78371,2004,12,24.0,15.6,19.5,85.0,115.9,Pinares de Mayarí.Holguín,20.48392,-75.80345,Oriente
78371,2005,1,23.3,13.8,17.9,83.0,48.1,Pinares de Mayarí.Holguín,20.48392,-75.80345,Oriente
78371,2005,2,23.7,12.5,17.6,78.0,11.5,Pinares de Mayarí.Holguín,20.48392,-75.80345,Oriente
78371,2005,3,27.1,15.5,20.8,77.0,28.5,Pinares de Mayarí.Holguín,20.48392,-75.80345,Oriente
78371,2005,4,26.7,16.2,21.0,78.0,89.6,Pinares de Mayarí.Holguín,20.48392,-75.80345,Oriente
78371,2005,5,28.0,17.4,22.3,82.0,328.9,Pinares de Mayarí.Holguín,20.48392,-75.80345,Oriente
78371,2005,6,27.7,18.7,23.1,84.0,265.5,Pinares de Mayarí.Holguín,20.48392,-75.80345,Oriente
78371,2005,7,28.6,18.9,23.6,82.0,537.9,Pinares de Mayarí.Holguín,20.48392,-75.80345,Oriente
78371,2005,8,28.7,18.5,23.3,83.0,356.1,Pinares de Mayarí.Holguín,20.48392,-75.80345,Oriente
78371,2005,9,29.0,18.4,23.3,84.0,180.0,Pinares de Mayarí.Holguín,20.48392,-75.80345,Oriente
78371,2005,10,26.5,19.1,22.4,90.0,594.5,Pinares de Mayarí.Holguín,20.48392,-75.80345,Oriente
78371,2005,11,25.8,16.8,21.2,83.0,75.8,Pinares de Mayarí.Holguín,20.48392,-75.80345,Oriente
78371,2005,12,25.1,14.2,19.6,82.0,32.0,Pinares de Mayarí.Holguín,20.48392,-75.80345,Oriente
78371,2006,1,24.6,13.0,18.7,78.0,38.8,Pinares de Mayarí.Holguín,20.48392,-75.80345,Oriente
78371,2006,2,24.6,13.4,18.9,80.0,38.0,Pinares de Mayarí.Holguín,20.48392,-75.80345,Oriente
78371,2006,3,26.3,13.1,19.3,74.0,13.0,Pinares de Mayarí.Holguín,20.48392,-75.80345,Oriente
78371,2006,4,26.4,15.0,20.4,78.0,258.0,Pinares de Mayarí.Holguín,20.48392,-75.80345,Oriente
78371,2006,5,27.9,15.7,21.7,77.0,212.9,Pinares de Mayarí.Holguín,20.48392,-75.80345,Oriente
78371,2006,6,27.7,18.5,22.7,83.0,283.5,Pinares de Mayarí.Holguín,20.48392,-75.80345,Oriente
78371,2006,7,28.4,18.1,22.9,82.0,291.0,Pinares de Mayarí.Holguín,20.48392,-75.80345,Oriente
78371,2006,8,28.7,18.1,23.1,82.0,328.4,Pinares de Mayarí.Holguín,20.48392,-75.80345,Oriente
78371,2006,9,29.0,18.4,23.0,85.0,287.7,Pinares de Mayarí.Holguín,20.48392,-75.80345,Oriente
78371,2006,10,27.6,18.7,22.7,85.0,247.1,Pinares de Mayarí.Holguín,20.48392,-75.80345,Oriente
78371,2006,11,25.3,17.4,20.9,87.0,303.5,Pinares de Mayarí.Holguín,20.48392,-75.80345,Oriente
78371,2006,12,25.5,17.1,21.0,85.0,139.9,Pinares de Mayarí.Holguín,20.48392,-75.80345,Oriente
78371,2007,1,25.2,15.5,20.1,81.0,55.2,Pinares de Mayarí.Holguín,20.48392,-75.80345,Oriente
78371,2007,2,26.3,14.8,20.0,81.0,53.1,Pinares de Mayarí.Holguín,20.48392,-75.80345,Oriente
78371,2007,3,25.3,16.1,20.1,82.0,90.6,Pinares de Mayarí.Holguín,20.48392,-75.80345,Oriente
78371,2007,4,26.8,15.5,20.8,80.0,142.1,Pinares de Mayarí.Holguín,20.48392,-75.80345,Oriente
78371,2007,5,27.1,17.6,21.7,84.0,393.3,Pinares de Mayarí.Holguín,20.48392,-75.80345,Oriente
78371,2007,6,29.0,18.4,23.0,82.0,195.2,Pinares de Mayarí.Holguín,20.48392,-75.80345,Oriente
78371,2007,7,29.5,17.9,23.1,82.0,172.4,Pinares de Mayarí.Holguín,20.48392,-75.80345,Oriente
78371,2007,8,29.2,18.3,23.1,84.0,193.1,Pinares de Mayarí.Holguín,20.48392,-75.80345,Oriente
78371,2007,9,29.1,17.9,22.4,86.0,219.2,Pinares de Mayarí.Holguín,20.48392,-75.80345,Oriente
78371,2007,10,26.3,19.0,22.0,90.0,378.8,Pinares de Mayarí.Holguín,20.48392,-75.80345,Oriente
78371,2007,11,24.5,17.1,20.5,87.0,314.7,Pinares de Mayarí.Holguín,20.48392,-75.80345,Oriente
78371,2007,12,25.4,14.9,19.8,83.0,31.1,Pinares de Mayarí.Holguín,20.48392,-75.80345,Oriente
78371,2008,1,24.9,13.4,18.6,80.0,61.2,Pinares de Mayarí.Holguín,20.48392,-75.80345,Oriente
